,device_id,group
298,-5013037769243236434,2
299,-380094437049880651,6
300,-3657765330338789160,1
301,-562647504979712041,2
302,8976560437428252202,10
303,1018659208865877970,2
304,-3666706367556157311,7
305,-5442303265852095491,2
306,-4552285837066377926,11
307,2565197605725034097,5
308,6256473764433735321,9
309,-8802212159954146423,11
310,7587395414526828158,11
311,-7915335274371744218,10
312,-5503246465787065453,0
313,-3471561656536697699,1
314,1040808235649589879,10
315,-2951653891486533907,8
316,6733366172897114751,6
317,-8788520055381964890,1
318,8037295615983015144,0
319,-9172530125858559119,11
320,-7975228510510712031,10
321,148866097893702931,9
322,-8878326634183210500,6
323,172655242658152385,6
324,8968719683706944968,10
325,9151137521769266470,4
326,-224305312858121378,6
327,-8519431277967796733,9
328,-8104600287616999824,9
329,2978982637984462252,10
330,-6492462980844783230,7
331,-6262989221954634811,0
332,6779609022725382004,8
333,3942530040995882363,0
334,-2839729046002313818,0
335,-6096899784310736720,6
336,-7600609959092867877,10
337,-8127671974725803281,0
338,-6206211414063174734,6
339,1908334071649227783,8
340,-5900988347122578996,9
341,-7662632489135342554,3
342,-2793025431592709163,9
343,-6434970290049497662,10
344,4587258279915182269,11
345,-5025182605784233348,11
346,-7924501928202624291,11
347,-5450761926193960004,4
348,6288154289062097802,8
349,5473639696869867593,6
350,-7782733967370287529,3
351,2528837968626951799,6
352,7187724397544978713,6
353,571862640781835579,11
354,5207056741227362993,10
355,4697948160328752309,9
356,4155429747133519713,6
357,2803159040687395391,7
358,8140349724164433512,11
359,-1253826889711294075,10
360,-4156536048847149724,7
361,-7135383788397209160,7
362,-3222540460345564171,8
363,-3818269357870225620,9
364,6334463902067148106,5
365,-7940910212899115766,9
366,-2726586691468891987,6
367,1576584514736970145,10
368,-7144234901053340921,5
369,-6109567896954415506,1
370,-7545531996316504574,0
371,-11668134305816827,3
372,1546935898601929800,3
373,-5103180278391649918,10
374,2662852729234177476,0
375,-4610326104524818765,9
376,-8832309627745576047,10
377,-5487152191347785398,5
378,6698592959944763137,9
379,5293170331929430065,10
380,5849840029148852748,5
381,-4971538601782795111,8
382,-4867114745487919411,4
383,-3500927279447853840,11
384,-7726353034110469676,10
385,3449001414247690280,10
386,-1625278187541145628,11
387,-812059069339988785,10
388,7934377682444727336,7
389,6572584547795144955,9
390,-6314072935617406404,7
391,1790394962164449252,9
392,-1420540207990148662,10
393,-5847320861931286257,1
394,4418271424262263243,4
395,-3282973596598697750,10
396,2714320581298436422,1
397,7023682004879668937,10
398,3058894666287595185,2
399,1205646952914953864,6
400,8810039471808588000,2
401,6372674607399603059,1
402,-2114716321141097556,9
403,3897838899082874475,4
404,1860605891604155078,10
405,-261387103500084429,1
406,4095446755357409955,0
407,6795232839698622964,9
408,273693590253042031,11
409,-639771514583520421,6
410,-5491932558758784827,1
411,-3435912718216640510,4
412,-5222043865826002930,7
413,-3674575255390636280,7
414,2386031313678039101,4
415,5121714725013891059,10
416,3064360783336589473,7
417,8590025440473956767,9
418,-2491252495876406599,7
419,1309777135761589305,2
420,-3693478344292409547,3
421,-8257068839428110325,2
422,-5818841123409772780,0
423,-5320372661923577432,3
424,-8740865201509453991,7
425,-5827952925479472594,9
426,-8444832740972639753,2
427,3928119960288063463,5
428,6021583873403775972,11
429,-2982131248429356877,5
430,-1399688854948576108,0
431,-3579976436310645971,4
432,-1914526990948546412,0
433,4591063372170412411,8
434,3969593476905865501,2
435,-7863612697663923466,10
436,-454188019495185920,10
437,7263716453130217357,7
438,-4219752562273700730,0
439,-158966920134874519,5
440,-9024444665390485214,0
441,4115681559602790277,2
442,8549975613291503286,7
443,-5271169104692743228,8
444,-8467496396362010810,4
445,9036919769512447934,6
446,-5873858764419902241,8
447,5303890541914316069,0
448,-9089483344433000466,0
449,-7720447814024820737,2
450,-3762973764263527711,9
451,6427463459916459827,1
452,8602769944411264943,10
453,-242243812924254895,10
454,3244812639593246581,1
455,6507158355997626139,10
456,-8657178631164870276,4
457,-9016520568121085116,8
458,-1751324037811702502,10
459,1462304028394638257,7
460,4892150000653769054,4
461,-3638796285058642602,3
462,-4969474265401848066,8
463,-6425544738084785696,3
464,7000004973899870180,5
465,5518703310979524679,9
466,-40684188420046207,7
467,-6887705871762303746,7
468,-7695401067664156601,2
469,-2866852682750456052,6
470,-1518847263814073616,3
471,-3293724803242258054,10
472,7817410625492670842,0
473,4557301209651637254,11
474,-7041798589898243807,6
475,494567367781294175,2
476,-589707157058146753,10
477,-8079963640121370564,11
478,-4987602637768852591,8
479,-8024483507021127247,10
480,-4467339286342432044,9
481,448721488216344921,7
482,-3415206889100967494,1
483,5421564143460440892,7
484,1175409859743430940,10
485,5898896782450074237,1
486,3953010772251736518,10
487,-6467079920062266167,11
488,2189726101128360969,6
489,7367262162443824340,10
490,-2338457248423355648,3
491,-3232059931360599299,7
492,-4715970965186876804,4
493,-4667350978807350202,10
494,3528238084034279981,4
495,-2620950492297592993,0
496,-8167176708191602923,3
497,-1119089557113989348,8
498,2927902960728339325,9
499,9144899006727392288,0
500,-1883828307132981947,11
501,690745689076884148,5
502,7597321258032342437,9
503,2628227193132046071,7
504,8627598213983660314,8
505,-5328818280894949123,3
506,-1757415386207960734,3
507,8545046149109311666,2
508,-532855600612258706,10
509,-4351492018332907491,2
510,-6457113130932857948,7
511,-7325084558324920263,3
512,7675624745171619680,7
513,-2887621074268691449,11
514,-6489256781052041746,10
515,8352526531961341043,9
516,-952727242416092512,3
517,-5127356298948955631,11
518,-2250465065237575152,7
519,259847886873323837,9
520,2780192315719248315,7
521,-3746779169064085127,0
522,-6635328542263158249,2
523,-6711641544479668924,10
524,-2875684348492601345,3
525,-2492847270108154403,1
526,-5720288601718838427,4
527,-8271127069833698163,4
528,-8471076543896155814,0
529,6790151087550714679,10
530,8490608542296785947,10
531,4396421666906457483,1
532,-2898568251443030976,10
533,916838552267377007,10
534,3924433691408584238,2
535,-2793051280628346357,6
536,9190302086125701108,5
537,5577381940226246089,0
538,-5176857326184216153,9
539,377191350278377063,9
540,326273437310128561,1
541,226597307928138030,6
542,-5143276531047909698,10
543,-4272473316307600792,6
544,-5131514672857279922,5
545,4044975547999430138,6
546,2586036290978884060,10
547,-2433926929401534333,10
548,6879831890369886124,11
549,849448351458930063,3
550,-8868620843525745280,10
551,-2339001293834635577,8
552,-4127849064235536505,10
553,-7597521015984345089,6
554,6410395603586487954,7
555,6485577145030142207,4
556,-6252513816909793673,5
557,-7788494406488733915,2
558,9104732832884335165,5
559,-8293276461948185162,0
560,6964447873131323459,7
561,-6506780997048140203,8
562,6830401876868326042,4
563,4501403021816639698,10
564,3411586171415003636,7
565,9109841740416845254,8
566,1689393119067590011,7
567,6386090801225536459,10
568,-3122087970088649727,7
569,-4377370727522212759,6
570,-5746932130940372858,9
571,-897674969247318188,7
572,4227434477582339244,10
573,-3015256676507652702,3
574,2808807699817202367,11
575,6059294517157506736,6
576,7741848734175196584,6
577,-2166646713496749233,5
578,-3232610972836189168,10
579,-6726585264744612407,10
580,8259332844793091541,8
581,2781260445311633099,3
582,7993748097837741125,7
583,1032516828325018650,7
584,8922777635357161034,10
585,-8555950247423049677,10
586,-2569571832626832582,1
587,-3137222663173751024,4
588,-2779675752951972359,7
589,-9128687849495583105,11
590,4592687793292537149,10
591,-74059971287237408,8
592,-8361052155742783102,3
593,6355098068914591414,3
594,2115730628314146731,3
595,-7822035459585410280,10
596,8888450102039805298,4
597,6274676974509939601,10
598,5890861547303351993,7
599,4373800639462174231,10
600,-6468297076396165606,8
601,3137053756433768671,7
602,9155424446625684225,11
603,4271352456451653959,10
604,-2885907824051632277,7
605,-419607672709469060,5
606,8279710892867460990,10
607,-2302777972721492068,9
608,-2060076275837086913,10
609,-4632060084026800321,11
610,7922773673836290992,8
611,6518436708347425853,1
612,1281885143246057729,11
613,799192260447879827,3
614,1914897217712218697,9
615,6023323790006294461,11
616,341930795573884127,2
617,-236963596009956963,7
618,7245111500987774873,6
619,-2754054230942910206,7
620,7893907393484256202,10
621,-2216434162712340042,7
622,-1046954973482067125,7
623,-2770444662487703643,9
624,2865406474920665333,11
625,4901807503225128697,7
626,3198707858178900507,8
627,-4291337487753265854,1
628,-1378620950338601841,10
629,-249392232053465639,1
630,8289328878103902722,8
631,-7778633048062694503,10
632,1076189668288391315,10
633,-2661978791113048724,6
634,-6123887762482388080,11
635,2681145646930940900,6
636,-6337988875224541457,10
637,4941939680172260137,8
638,8352244384248045529,6
639,-3772907581297013608,10
640,-2068483653352340609,7
641,6333548336388529035,5
642,5189604801699614339,8
643,4682071312327237477,11
644,-1051392316103767197,3
645,8817976821271220840,7
646,-1628872400535120515,1
647,4254192917027219150,10
648,1936621452329447505,10
649,-2808135871802755148,1
650,8644283838100101353,11
651,7387796599029193519,6
652,4117350523435294758,4
653,-1015102725291817415,3
654,8822152805284361073,1
655,3433199991746884673,6
656,3344241795823208895,7
657,7057221744256472475,6
658,-1292872357036741380,11
659,5181568451873306325,1
660,6357416174536551577,4
661,6259382495067878586,1
662,7234339569357687945,10
663,1940625047057668593,7
664,-5507849555099709353,4
665,6564167919319659852,6
666,-9135912902491353573,6
667,3785501432550320104,1
668,-8356714723502414974,1
669,-2016920961801517327,3
670,6527538065216967266,6
671,2847752216617897439,11
672,-3927963823273455859,11
673,1020387444552426721,7
674,-3020030723598105983,10
675,-5579903741722488749,8
676,-5397941334501909983,10
677,-7741560623640613304,6
678,906625747763961066,5
679,-8572651344997681317,10
680,4129460574740060523,10
681,-7656952115283708525,6
682,-830929245146146622,5
683,-859649164820110745,3
684,-3394496809321550383,7
685,-226036440662397364,7
686,-1156988164333756668,1
687,-3638280029056539271,1
688,6398837109353979450,1
689,-4221778417280614575,5
690,3161840837539897969,1
691,6439649945388461116,8
692,3193437732484584822,5
693,1940296480214250022,7
694,-3794282414572942290,7
695,8207808408933844161,5
696,7634564150408923866,0
697,6578754975081886332,3
698,6078566858830177329,9
699,6241028023299636049,11
700,-7506842509848662806,4
701,-6074338459804388217,9
702,-8467358324300616197,0
703,2490425859489629175,3
704,-6419934771587447119,6
705,-7030410779288097837,5
706,-395568074906398371,10
707,3242088731852387578,8
708,-8262332210145990311,10
709,-5205364929247901547,2
710,3897818784339861563,10
711,-2859977390901365202,9
712,4007586483525297623,6
713,-1361667314199602475,2
714,3956240373060346618,7
715,-1576326910424545286,7
716,2259355128025411155,10
717,2951844243262874122,7
718,-9023340969881671283,11
719,-7219635507837143963,1
720,-8923954258560813082,10
721,4143944771826350135,8
722,-8382303739433883859,10
723,-4687154313435139086,4
724,-8657254136842544723,6
725,3885057307553568745,7
726,1719355388895865185,9
727,-235617387290775916,1
728,4800895295338464449,10
729,4375039830232870086,7
730,-5368812250370188860,6
731,-9172470603844360189,11
732,-1983931105460838223,11
733,6333692182874810830,4
734,-5528065022376207888,3
735,-2104628823794279922,8
736,3598807205829061476,6
737,4901819865892194498,9
738,5440305275169357842,10
739,-3372114912320564454,9
740,4719311069399276339,9
741,-221330089243426207,8
742,-2464515112463494698,4
743,-7603156713792745674,6
744,5563664314389533276,8
745,6462230981489102021,5
746,-7063103760845161541,9
747,6371538433287092798,10
748,-5212972241335453063,11
749,4298627332828127161,11
750,5898838859600030396,8
751,-8464427192243272379,5
752,-8896704548422631755,10
753,3791966718579256398,6
754,-7391620244565107227,0
755,-1302917996676118287,10
756,8053332056925704798,0
757,-849797476288201189,9
758,6714212026001039089,10
759,-6277078958056264751,10
760,-6874014189349007721,9
761,-6426927809387077968,8
762,8519924993070397257,6
763,4955632557142125324,10
764,-8680365029553550742,11
765,423450880876570342,1
766,7922876516822659058,7
767,-39465025087082345,9
768,8283443614671960079,1
769,-8913461047765858001,4
770,2748541785861256045,6
771,8031368729181342255,11
772,-446534884923407473,8
773,-6662619465954026432,8
774,34251194677540124,5
775,-4863195921899852917,9
776,-1271224891715996749,8
777,5744879815852494701,7
778,3153901872408221538,1
779,1491288944534245112,3
780,-8682842999798460984,7
781,-7663139811349764896,7
782,-706591785818733447,7
783,-1439826470334513728,1
784,6684326075993259512,2
785,-7097751646900815729,9
786,-1995460648409445564,5
787,722939075157610682,7
788,-7740351173556556640,7
789,1576505674489871897,6
790,167033501550218786,0
791,-2899984350985567305,11
792,8741562744284342770,7
793,8659293525381562711,6
794,-7824290143786237951,7
795,7034973479321672262,5
796,6458102510588031936,1
797,-1601689338312756884,11
798,3949627171019055434,10
799,8273330041143898548,4
800,-3967631671982058366,8
801,-7937541861813718328,6
802,6395798112506628139,10
803,-6452806760276580484,7
804,7935571561455660329,9
805,-3106381249731721457,6
806,5761336352780483845,7
807,-5951769702656038905,9
808,6392872934055198172,0
809,-9054700749395691593,5
810,-8327108934406300365,6
811,-987050746030397772,10
812,-1449302503631733790,9
813,2826479021082196366,4
814,-1378537132053094106,6
815,-8019273781376691382,5
816,-2724578506055636181,11
817,-7066503387552928289,9
818,3744735406537381295,8
819,-2126547214213714872,4
820,3692613063133878195,5
821,-7087022311657951586,4
822,8975147609502117697,11
823,2155453466651099784,8
824,8317306012162354746,2
825,-653065819195668238,10
826,6167389091516533692,7
827,3181112391864781207,5
828,-7228131901120721772,8
829,653260956583693582,3
830,858625806451545306,0
831,-8485411087001622166,2
832,2992324608287161046,8
833,-1376047896098089078,3
834,4395706952919993488,6
835,-7112668234054823597,0
836,-3880340958332435213,5
837,8175240623450988219,3
838,-7759401393265476532,4
839,6913488094686762386,4
840,-80724923382966421,2
841,-1298424565616100508,0
842,-6925631738583916211,0
843,568979993615642062,11
844,2743353976556364094,5
845,-4579368863948893600,6
846,8697875993706348617,4
847,76368624506519920,3
848,-985319365379836306,11
849,-1427824949423267461,6
850,6260998093927547272,4
851,8687094137712658174,11
852,7254824366851398350,8
853,-6701148038665752603,6
854,5323377230952897490,6
855,8754193604458064548,10
856,4400170113959238817,9
857,-1498760238617579000,8
858,9019318816478164953,10
859,1169252630709824351,5
860,1213680819003768108,4
861,6637442566122245888,6
862,-2642642455950155791,4
863,-1440514987053816708,10
864,4731973761730184927,0
865,-6614039245200418472,4
866,5749533759614332521,1
867,-4406306937728252685,1
868,2313145512701915151,10
869,-886736227428084136,3
870,-811942580186262090,11
871,6982003695515257401,1
872,6788476491996558894,3
873,-4522805000683106568,6
874,-163767965850834445,9
875,-2873621891182384556,11
876,121673517478607368,6
877,2805930175823568241,0
878,-7227130440493335195,3
879,-723445678960200893,9
880,7570310978764027772,9
881,1744591403615492666,10
882,-96983107757989941,2
883,8063835047407884590,7
884,6297063656111420834,10
885,2261070190845396020,11
886,716474878513159276,11
887,6513355763310005025,4
888,1305107981219544366,6
889,-2024778921137824412,0
890,-5490718314499134419,9
891,293551282717719771,0
892,-8748998014260310200,7
893,4159881529051526083,4
894,-4729398568877951581,2
895,-5089883651151903074,0
896,8040462871499051466,2
897,-3836384503165461988,8
898,7418374575140640489,9
899,7837949769835363247,11
900,-6644659791735166722,0
901,-5709563825741215641,7
902,9098166441122239480,7
903,-7065928101776723614,1
904,-9158402583451458911,7
905,-7249366241106905702,1
906,9133975228269481894,3
907,-566776399297538315,7
908,6448790272656545671,6
909,2738558569004910103,8
910,-2957592621242957022,4
911,4188441445183346732,8
912,2604789985530545132,3
913,3866728065138125594,10
914,769943570716050356,4
915,6787814142020725980,1
916,4292257546483524320,11
917,8565921595324426576,2
918,1218266327734222090,0
919,-806453135935725068,3
920,-6544017840311746024,10
921,-4390811730690344386,10
922,6905816225680219694,10
923,2467356862272056199,5
924,-3420003080933149483,2
925,-5785552612446133062,7
926,-6419996708220254637,3
927,2962337608172336216,0
928,551282353783251604,6
929,-2005973582645210811,9
930,2379544904278122049,10
931,-5106910168454923509,8
932,-6979553836556259253,10
933,-2066790177725423593,9
934,-8678661231116066302,10
935,6492864063912349654,9
936,-5921618591377113931,2
937,-4455348894589508754,9
938,-4398698647358021096,0
939,2813567674855966106,10
940,6908636668121022796,11
941,2003120370772819680,9
942,1762073018728410187,10
943,3925575431633020071,4
944,-8595585376007561836,6
945,699717540206503491,7
946,-7686375354811155948,1
947,5416196951203115232,8
948,-4897248669808536195,6
949,-9078999882273730987,6
950,-7325193622527745294,7
951,2475037838795791770,11
952,-7836884867751973684,11
953,-6204669398717224567,3
954,4996606147228373496,9
955,-8804256058365788094,6
956,-4100312888706892834,7
957,7775313439903545787,6
958,-4576014219269004345,6
959,6332404819874230262,7
960,-4582122272234940531,8
961,-7316340228465469583,7
962,-6384859014007279766,5
963,-2214210358007833282,1
964,-1172420677229067761,7
965,6357374705312332669,6
966,1257535904489909475,0
967,4104870320281377676,5
968,7314859830539963593,6
969,2614697469852999537,0
970,-2966632403853727870,6
971,4515446926393810030,9
972,-8252515929346223331,7
973,-892605649680789872,6
974,9068422155774237338,11
975,1747448541167537980,2
976,-394582654031064105,8
977,2315156138366650431,6
978,-6920106407560847001,1
979,1248090341111025005,7
980,5479856777327238277,11
981,4967593330226190623,0
982,-1076608917661875069,3
983,6249635721210039978,0
984,2189581844658724240,10
985,2745736897292574088,11
986,420047864404336352,3
987,3383580691891315647,6
988,4827682897420974875,0
989,-1288505924427057124,9
990,5024410498359917122,5
991,5382973203273552717,3
992,-8147864663633183119,0
993,6123762581592149524,1
994,-5201416118002314161,11
995,5786408007514438262,6
996,-8860426168507804019,6
997,-7757051400602060951,11
998,5065074444366917766,11
999,8564608792202419045,4
1000,-8976287143086502442,0
1001,-5523653565359726920,9
1002,5485758383812953843,11
1003,8827307461590386620,11
1004,4134190935845252583,10
1005,-5566712398449286953,10
1006,3636225760738523283,6
1007,-3241284107883559587,9
1008,2319252893449615287,9
1009,-6667790540711058841,11
1010,-5742563879936005196,4
1011,-9218960997324667698,5
1012,-4661241353975572627,8
1013,4191539065420717393,7
1014,-4573827189677132472,7
1015,5491586207632489515,1
1016,-1337607464787211139,1
1017,8333260145183698894,0
1018,-6226133163572020646,9
1019,3810594512603504091,6
1020,-3882140709520760893,11
1021,-987045076151070448,11
1022,-8647238531873114531,2
1023,4550633770077028031,7
1024,6389778340929045346,7
1025,-1420924556842680029,9
1026,-4194712380367523260,6
1027,-509067942779601771,11
1028,-3882275611258621553,2
1029,-7003525336262456124,10
1030,4777275922903635737,2
1031,3609794018553440532,3
1032,583587258832342120,11
1033,-4691489711764133939,4
1034,-5853246760749247095,2
1035,-8326948316157337526,4
1036,8159835576012858464,9
1037,-1933277149124957363,6
1038,3978025911571213813,6
1039,3741123179049142202,10
1040,-8136080824919648591,7
1041,2428933289821523693,9
1042,7467164325773581571,6
1043,-5004075107340415356,10
1044,8610856505282618054,9
1045,2074751776766853726,7
1046,2228646408100015590,0
1047,5569934177457963806,8
1048,3666235096529692194,8
1049,-4554478624705491233,7
1050,-1633084237568254787,0
1051,9089127937118006259,1
1052,1068264019991892853,6
1053,3880067301580664599,10
1054,5962667502292883914,11
1055,341881738055450308,3
1056,8735668369665184697,7
1057,3688067510048261893,7
1058,-2898404651324146053,6
1059,5132843170512937702,6
1060,1142772655389081803,4
1061,-162722791388087685,6
1062,-1866238642839047555,8
1063,7338449004804154710,2
1064,-2842865063020082701,7
1065,4902031341069078757,8
1066,-8604662774549943225,10
1067,-7522552989922275036,5
1068,2377807620886765621,8
1069,-5852220099465959443,8
1070,2222805887059140133,8
1071,-4558180101819238199,7
1072,8321918859528167615,3
1073,4095288285828113589,0
1074,-4388370482803484481,4
1075,-1251966206732093406,9
1076,-1553136044540221503,8
1077,7397679530536304285,9
1078,20642637715821145,11
1079,-5919237217791136173,6
1080,-3923189761924548529,5
1081,-1702810339117466336,4
1082,-8665947049306807542,8
1083,-125999876964395798,9
1084,-6759373213985572851,11
1085,3936221434853255174,3
1086,1278091857431205952,5
1087,796798116449374291,6
1088,-8977882393664453702,10
1089,-4255849417209501647,10
1090,-3156183496085393488,9
1091,-4757520189109306532,0
1092,-6605114270850692134,8
1093,2100964790765307727,9
1094,6065589419274106446,2
1095,-2909413578474341039,9
1096,3357390163014955344,6
1097,1648274908782278133,2
1098,4273206575546080737,8
1099,1055334159120778392,1
1100,-5550718850069909501,10
1101,6114974783933259213,4
1102,-5939916784945902203,10
1103,-1409681782984345937,10
1104,-3922066047516446044,0
1105,-5644397361139195479,8
1106,7771852801992184106,5
1107,-8479657745295088782,1
1108,-4412609917971540962,11
1109,3608757672675081129,7
1110,-1601113612800274544,6
1111,-4259554232128882348,10
1112,2213891203780071604,4
1113,-609015845696468937,7
1114,-7685635196220303342,2
1115,-1202757568286213110,6
