,device_id,group
18987,-7785476366189419567,0
68953,2216422556036132848,0
53384,9018986191011306263,0
56455,3738280493453802895,0
11917,272696607041469418,8
30449,6167566702868620293,11
49407,-137590011612447634,2
29913,5214548621493021727,8
30435,-2350899499367494894,10
19964,-4422342567308107522,3
58938,824114550035759367,10
4858,-1373983978834957978,10
49303,9129370054782391003,10
1179,-339017850566503261,0
42384,7919211740256753246,8
28127,6769117680312896609,9
64874,8340706004504569720,8
70362,-6109574759669912733,3
20251,6504230877622299721,6
15612,6590437931018033301,7
11799,1575095074614267484,7
59614,6087302226337258589,4
19867,2019464383253218181,7
2889,2254308987237601638,2
51505,-2649106606921002979,7
38636,7138340195742990019,7
35214,-3868905504237256917,8
68780,-6308304295155358825,8
70509,4238310410360566286,8
56559,-2695972326921747536,6
28536,6588287214961767693,3
41799,-4345883628985652755,3
4966,-7770444366135633442,0
46019,-1459203128850208600,8
32880,4978583316868402435,1
29655,9089791445587337251,5
34320,-7914121789947071346,5
36662,6161304214228542672,9
24294,-7538626358261119783,11
66035,-6210895324028701108,7
26730,-1938447086775300091,10
57770,-1360073393993316087,10
29880,-1819112552501906356,8
68620,2896631088939825789,6
43553,-5522484102135157825,9
73333,-6418302307077597677,2
8271,7099497442592244596,4
67156,-2092791961173021855,8
3457,9175068163690097939,11
1270,-785072887414320524,0
64161,4544535354761615347,11
62300,3159040218536191447,10
3972,-786584028770174948,11
21647,-1479399854436549684,9
15620,7393935992865325290,6
14503,-2958928139382808283,9
15968,3233319673124377809,11
15676,-5402383038556358953,4
40101,2141321658933975802,10
56587,4501403021816639698,10
68926,-8288191179301152358,6
51466,-585154904393620714,0
44904,-560517975738768717,6
23034,-526394668992292163,10
9623,6854734638664639413,5
32739,-1253165034773645701,9
72438,4641348785629100394,7
64386,-6203138133685954431,9
43538,-6929073850345553710,7
6631,-8454351202534985235,10
70862,3726509521666315771,11
59566,5419754360555487393,0
4699,5346868259490249569,11
39605,-6422666012722620809,1
72658,-4375297619093279003,8
65289,-8474540434279633584,8
57865,1278186809274000114,9
68724,-2708320310160092318,0
21006,-2762749229100657880,11
35262,4657525176490150737,4
8058,-711442136506946328,1
51200,1966315347127705984,7
29642,-4578192761945228753,11
28584,-1488095649605583912,1
72403,5313997762648442142,11
52479,7916502483663666779,8
57716,7220555311291441594,10
72480,6429465205213002953,9
7303,2534873794661569697,8
45726,5648951427476896131,10
41213,-1981506841560705781,10
9641,1130747211104879533,7
23598,1551254239703026973,3
35129,-3231048942341717560,7
73501,-5082991615094626983,10
3656,-7386790740599816224,6
35079,-2780016261768779408,7
65158,6199628251488239936,7
36178,-525901010432929708,10
27474,-1678169051949212958,8
33951,107636350843320775,11
31148,575349983781299985,9
36985,5362151223715833127,7
64901,1311731854366973923,11
22769,-231513040938779058,0
11155,5235167173602763744,4
40696,-6726559040373358866,7
9255,7382040088156605408,9
54346,6836862885454973667,6
71783,-6315267692402393613,9
74363,4144094610346889311,1
45306,-5773857419989965727,3
44676,-2054330122937029851,10
46940,-715266415084240791,7
22072,-7794355964568894020,1
55916,4185679919376707953,6
18419,-7070444801944655206,6
4725,-897341856672281281,2
14080,-8269162905068475005,7
69145,-1210753149500159967,10
22794,5000818817874111957,5
754,8556982416315216185,7
58831,-3967538341122541883,6
67393,5792286271246584196,4
48546,-1545307036225677343,0
20103,6082762381727159117,5
17696,-1273243251013455223,7
5740,-329979107097464780,9
31113,-3313438791233613394,1
10773,-1289283835807443392,6
29783,8501415978433097155,8
46351,991251404498255744,7
73937,1943048272585632988,10
64800,6942966250280025284,9
2751,3941671312577932051,7
62588,47911993921165618,10
6908,4885743168615336812,1
50020,4368656953394048556,11
48148,8142408604218697425,6
35688,806198932032258511,6
33274,-4015640741509103892,0
15709,6655415186929862170,5
37274,-4639286757849253060,9
66250,6667891792777899720,7
39518,-6301588647706600466,9
68198,2530574758842197156,11
45106,-6311549291412418882,3
27078,852146423753688753,10
47900,-3589398276546797221,9
36134,8818273097751905470,3
36056,7467093202987977745,3
68586,345465158970686742,9
69051,7796419170263896861,7
3558,4112264382371158288,9
74233,7516913224360012275,4
19920,531219537910948170,7
39981,2550670267564988080,7
3150,-6328960871530288735,5
17359,6406244904586145668,1
64569,7650301669270520904,5
11071,-7200516594215424114,11
45739,6369269266851768346,2
36966,4697948160328752309,9
61028,-2360688171897575333,11
23615,8060813753509417609,3
30559,5125354690175491209,11
4777,-8835940663386007121,6
51283,-5996249301124029947,9
32763,3903619896989082328,1
10223,-1117991894112938233,6
50331,-7263692824587696971,6
44343,3047386312678635970,5
3230,-6127333206016669392,5
35270,-6417709829092606941,8
70377,483720686415480157,6
30467,-6384859014007279766,5
39329,-493924573491989533,6
69227,1856249256080281389,10
65445,-4222956463286649450,6
8926,1810777274453003026,5
13628,-5243360454017224560,6
42224,-2469377147234159038,10
14659,-5201178718818700136,7
73745,-5027118454328370905,6
54196,-1096131186024361705,10
4024,-485589100053218097,5
17657,-7925426970392072746,11
11069,6442899995269744976,11
71661,2592243122325866657,10
51414,4243557149384809961,3
65282,494839756643584634,6
16355,-4231971485890704565,5
58193,-7171964538923354982,10
2247,-1083205637093317721,1
47969,5633355898343413184,7
28828,-9114376683331736894,2
38428,3460402276503091893,2
73371,-7524483203799228954,8
59934,-4084169251431789984,1
14576,-4557016487083992803,10
8231,253855783451868066,7
43734,9052079651596376280,8
64783,-2151923993413640916,6
49586,-6761062401379756119,10
72148,2432237473833327732,4
30078,7982630425971210497,3
73865,949551717437059751,9
2525,7160248577947039927,0
26186,4892150000653769054,4
30777,-1109612885029299249,1
34540,-8009221431291739072,11
19057,1042941299274200366,11
5984,6580897467890695970,9
63630,-882911464031007040,8
51600,-732303379057195455,11
28941,-5330659627168866332,9
41092,-4752131545623626444,7
481,2407358055337822629,8
40682,-228825369421835159,9
69456,-8135117004137049390,2
41258,-4281479179615662635,1
3552,7940363093768010617,5
13737,-5781903645899513915,6
23813,8287511511847523439,2
63802,952619027259106996,10
71172,-7311749369550411103,1
11842,3582699425537928536,4
68145,-7747205726777913525,10
35191,2329550710050536405,3
5620,-7364564751990437643,7
43512,3779604472387617833,11
696,8525424737557216450,6
5542,813128280044021839,11
39528,-3983698522349763624,2
2754,2966899702047022768,7
9182,-5103180278391649918,10
29007,4413204668390074285,10
50592,-3535099196198732065,7
1176,1323260169867365799,5
52888,5534668908437940482,9
41143,-4446644803993740204,9
63762,8477242855722349882,6
10338,2559867111571777749,7
64299,2217656382821430969,7
29442,2591329816195214232,7
9699,761898182429805129,11
68219,3016318243042152198,10
9318,-7216482606237359744,2
21603,-2620249958119025458,1
59426,-396675156926667928,4
11705,4119812652377761403,6
4094,3807135738774426862,10
17360,-4928949026259802260,11
9331,2494913148119994381,0
65838,1762823837450190928,7
59373,2699305111942743398,8
32134,4521497196392032026,11
66002,2874968642596687076,9
27791,-8688870843246654685,5
3105,1077225634868186011,11
64559,-4935463024732554197,1
71606,2825149398796907760,9
37692,-1400902430637187202,3
45663,3810758421231571676,2
33014,8537959999540436173,6
35325,7707239425932310692,1
71915,-8508981860159961704,5
39305,6828106737575503368,2
67855,-7017949068255461069,4
2085,7327268895168505286,11
65677,-1602093028691735241,6
39014,4016577458171593622,4
36526,-9054700749395691593,5
72199,-3055411971200632227,6
40264,3984746128912316494,0
38697,3192505025177330828,9
69389,-2318417607091485431,7
58023,-6179638393900814110,8
14688,1490607525511961824,10
11320,6691978035504004061,11
64487,-4288997231816813835,7
6149,4368161649782742871,11
41927,-1957853220426723356,1
42997,6333717745969490611,3
49923,911781900893941904,11
59109,-4422755119841837055,11
30866,8970401645868627065,3
46018,-964356373676153113,8
37913,-5982019547469401982,9
29556,5952635418238612429,4
42119,3669868481302972940,10
71436,2276359680782723179,9
17059,151018840570010594,2
70576,1637966224176723294,11
55888,1580053930144276573,1
59325,8700195967647880839,6
19236,2355115379314919234,5
16810,3046283005449933072,3
1838,-237952633858860739,4
69980,6248255959690198667,8
31305,6612924658024594901,7
46970,2725144663977718851,7
59784,-4556590943091441018,0
70780,7331927164017913550,8
22801,-7248988070507213329,1
7642,8085666944970722014,11
34143,6336279214645462466,11
60358,1838145357750255157,10
1142,1818824463636452445,1
18173,6080305102430404855,3
60371,-8167943994596441515,11
66546,-4013946241124856498,4
41362,-4157882852222837014,3
41862,790610582133613479,6
46672,5171671948526035208,10
11573,-6203434130232912094,11
25820,-5769212491064141704,8
31664,3933894848841549194,2
21265,-1854659058494086514,2
74529,8109513034698778141,7
73246,5882240821359880195,9
43361,-7506697077981586446,7
68458,1774640638017804474,11
39224,1275393760016690597,8
51368,7213525223119647795,7
55534,7636272543666511219,7
32995,1246071960644082417,10
46189,4954923455656774195,4
37495,-5858382506976228930,0
51302,-5895786870572707132,2
9473,2791816999869609303,5
70297,8227438505632946868,7
2616,315231766151952379,11
74317,-5729179292240564612,9
40574,-5578286622137066471,7
69615,-6435933632239000097,7
15919,4614886394868123665,9
12087,-8916090176056866293,7
39260,-5281489657796394415,4
32963,-4241863262378722330,1
38585,-8505916573004807437,6
29524,1591891931833306514,10
74611,-4687396929642382830,8
25449,4584054034205054289,1
25417,-5602181370422584226,1
38950,4805689792827752200,2
15631,4369245811267443860,8
28094,-228422916356827261,10
38905,3580863548662722878,8
18284,936543880452616556,6
34497,-7536079539051358799,6
60247,-1098461647873051231,9
73537,7664519719233422896,2
37081,-9200975789875358770,9
18929,8618729618718640915,3
11121,7707881962329755684,6
22921,-6784965854091332231,7
32685,-2226138235260168994,8
35250,-2297611247301398698,9
56662,-3879004020177534331,1
3137,1963394602256901707,11
60869,289215332711073516,4
36280,-5427033899824950654,6
42899,5775974209837111829,7
57720,-7902776916187704275,7
53161,-7941251700658434927,7
689,3608732192276702589,7
35197,-2891071692993259533,1
41528,-7636820808807147133,1
22097,4016116715959464906,9
29515,-1106590421278603335,10
6825,-1055417255755787861,6
13367,8283522811827486599,10
38086,7527932172644543027,4
3092,-7006537844510982876,11
61691,352619510365506869,10
2267,3403970863744810929,6
62777,-6774646975376420337,3
21041,5256791014890243195,10
72127,3620478141338908663,7
64311,1154303182834266466,8
34904,3828752076826825505,3
8821,3104839847978860967,4
33613,-1184791287375312215,4
18016,-475880739146241062,9
58329,-5272225205131730089,3
13267,-1322695692690550951,10
9428,4969706520957930405,9
10928,4054943093199947401,4
62512,7211307993983115322,9
9475,4680269749710247307,11
40850,7912479411403594892,0
42243,798006159530298055,11
26692,5513620016455496069,6
49904,-1889893391998309014,6
17850,2534637512547264255,4
30683,5308371181208228152,5
31828,6784653608920716462,4
3806,7060124467315693089,10
53426,-5914144792443340187,7
34440,5746516538262702111,0
38240,-6806845186577813453,10
5679,7721656611822393913,7
32163,7839787784684225343,10
20226,-123663177489548002,11
23306,7207367574762198758,9
7976,-8536919371511167787,9
68521,1462140487386095597,7
18356,950540645651248345,2
13205,4878201861515679360,0
19216,-3011761095622816460,6
65404,-8023007320204889037,6
30206,7212603140124190900,6
43471,-4467339286342432044,9
3872,-6388768865037963350,3
23314,-1412188768847453109,4
41736,-4650212136550074924,10
52235,-9032195546500334125,9
63535,4510996808966894195,1
17526,7954306668932586708,10
1649,3585296380238029388,4
44100,1500200092897815679,3
5159,2856911158451174318,11
40481,6675333477912748077,7
27487,8616377053842452124,7
2063,-2359324991728790152,4
36905,2611139452732432484,9
51489,-2269162532358754888,4
59901,-3161128330971629734,3
25154,4434249202367775727,7
10574,-5999159465897127701,0
6911,8229086894665340165,4
6327,6861981127921799182,3
4647,2237349758691628539,5
73780,2887711419115879621,10
48582,4500064046385712791,11
60020,-3886989279464543754,3
3616,6136458619900056034,5
71749,4589533393904555194,7
4634,-5250878350879479087,7
68440,-5912057756014186831,11
43251,-8396110733916723902,8
59351,6423938573415086694,11
18060,-7591511241211994146,11
2050,-4758619751416516621,7
5661,923787233721694544,9
58403,4492959480211452030,8
2953,-9038481647917111780,5
52403,-4159560526723406355,9
21784,-8511716511465654557,7
72493,-6081433402683625480,0
29534,-8294621790798243487,6
16030,8173604896368402595,10
35108,-6122194666660673250,8
32967,5302153745489004242,7
504,-3808211154648602735,8
19196,6146199965531575011,10
48904,-1277148995058988041,10
36893,4203384917190453755,7
21817,7803222858069918748,10
11310,-7051426127178047621,0
21134,-4901561475064891868,5
51389,-93711764131844653,3
72246,2259610692521469923,6
20434,3077228122854318296,5
25151,-8365094294784389413,5
63895,-4436376832905611922,11
36865,8657809426772536311,10
55345,-4911439848299541720,10
48656,4665498758565994155,10
59133,-7703440819743076534,1
69904,-535619534974928383,11
72429,-5846593652482633896,5
30610,6409158359661719225,8
39544,-8169457377618826470,11
68897,-3055063866146363402,8
72672,-1824840104697287357,11
1042,-8034770349159110782,5
3443,-4671822645025803143,10
31578,-2938658944894665370,8
97,-4650666927489443566,0
3421,1457486100096490097,6
34793,-5402930402536799754,3
38332,-1221106901446931393,2
39761,815079100807273451,6
13447,5205266935754662462,8
3858,-2933849986980736883,11
25809,-1484336362175084237,2
13385,-6714981007119673038,4
38968,1793354147275447369,2
74209,5392751877286868189,8
59598,8955840277591988016,0
44730,-7114450614836300913,2
22437,5810142002110750208,3
20053,-8957564027483010042,5
10522,-6828119636049985601,10
12701,-9017469512433051838,11
54810,-845174901234528819,6
65335,-1416349357723837334,4
7975,-8796269137406222257,9
28313,-4103485518765038565,0
60036,7362732712040695786,4
58750,8212538721856866082,2
74051,-5376683619626381799,4
56437,-1618261669159112581,2
40717,-3948530081244035369,8
51369,8209407349613164422,7
8754,-6228030316957777473,7
68647,-5954428581637124137,7
25953,5958623498744592932,7
21042,-8887807036126219029,4
67668,1747448541167537980,2
39888,3910836499499560089,8
65357,8913769491723179272,7
43606,9009591163121091813,9
39648,-3156451414589207093,9
52835,-2706006394275260225,11
18440,2939529683401027344,3
74035,-168466563906914580,8
72423,7387432089287667800,8
29323,-1423766906027933639,8
11127,-62125136730870692,1
26096,8201460254377933586,4
31722,-3477150689313470815,1
72105,-4351397863342451881,8
66211,-7464647401654553311,9
17260,1836079360491306848,7
14122,5604570128825670213,3
12500,-1730400982507104661,11
9482,6072899648579376115,10
52245,1706603374989067601,9
16659,6219155041113124406,8
33220,4540560653247265960,1
56661,-3573067216416283472,1
790,8680799468292419721,1
54767,-6479814992310969531,1
4813,4042782321325214838,2
12296,1434658426358714389,9
73902,-2198860789285569823,7
71271,-8461941089508498171,8
61705,5481079504430613196,4
66242,6281017297820807130,10
29730,2059926185400067138,11
54824,-6087554703674660935,6
8259,-2065822981554834969,3
15834,8824375057716547120,9
25951,-5548464943401608884,7
42552,1212698017678457080,9
50232,-907129337012106408,0
50452,422894090970296947,5
48810,3020769016382465619,5
13633,6055911184212375476,7
68196,8747607126466256508,7
69682,-328604554134515476,8
15593,-89670293756688743,8
51111,-8033265020144742242,0
43673,5218507203894572898,11
54332,-5165285840194683390,10
46194,-5102952399101770819,0
54551,3753292647693465346,5
12680,3289870332124833653,6
62351,-8555397878468451028,0
63992,-4445484290676977899,6
42514,5584969459639972474,6
74519,5511106012959721871,8
55803,-2018641192647865170,10
49255,-3821923310483245920,4
8292,-7714325414375696629,8
23013,5133992331052854886,10
21761,1810387879007126571,5
1773,2951911150634484533,0
10504,5293689270020207309,10
66444,3490936101322155031,1
13374,7140206583863213405,11
38326,6839177414424161523,10
27023,3034353558569372550,0
14850,626718523755669960,10
2089,-2993112785747154502,10
17266,-5631481947042992343,9
33808,3179485090540017662,3
60069,5452873315791626333,3
50954,-6283059874177306997,10
60597,-1887533700939048912,1
47042,-972829524020751016,10
16527,-8190724704655919183,4
23887,1417082280418282830,8
67923,6946049515639761247,9
24098,-6668124867458013513,9
3826,-3665097423456576267,7
34034,8648279518727449960,11
36831,8365173283957458921,6
22164,-1543557171425780995,4
56976,392529546006332177,5
23000,6509016077708392844,10
2864,-1834664310471346085,4
73216,-7835791688121486812,10
13675,216561367718999146,8
54320,6788214305092530469,7
32511,-751911599019164863,3
9352,-4804469373599773652,11
2095,-6766656844837958881,1
39116,2836696931638789361,10
41847,-1926721641218946886,2
45386,-8146330484087107582,1
63494,902700823249006178,7
53994,-636914245803081555,0
61075,3765957434793445974,9
27106,8968091385559996596,7
54124,-6588543112932870605,0
26230,-662130446427150638,4
11463,-3532613804595286319,0
23260,-2005973582645210811,9
10216,8896550077776985296,8
60252,4598183406039349282,0
60711,4063610917254445751,9
1778,-4332816516337081859,1
27914,3230070203366080618,10
4573,-8000346080867820930,10
72164,5802321856743805672,10
29798,486708826262689003,4
62774,7222864960620278120,11
51626,622651495641501111,9
24343,-8892871211034038077,7
44788,-202126974483018587,5
71813,-1130843380544417647,6
47236,-3847771618100959048,4
1518,-4717030150346509478,11
57380,-2761795325613470996,10
34478,-467831302815969138,11
14704,-8992845508193852940,9
13646,7736950926268694696,11
31089,3845704754723307452,4
73280,396927435774666792,6
73978,-860479973104290416,7
19077,-5948369521671992481,1
2321,-2898663005724346725,11
13264,-1061393713502828165,10
61547,-6786603244405767975,3
68012,-6138444258451678821,9
51829,5086017008495490013,6
48030,-485074109117378534,10
67464,-7777116323133492702,7
29698,6242885537557569059,0
41142,8108945719714954066,10
20153,3792383220446752176,10
15658,9047584924847055224,10
20786,-480813222450095145,4
45132,-7695822790659721236,1
36898,5836081922609198024,6
3754,-921965857466526306,3
66563,1983660783042520906,10
8908,-1734728844444062113,2
7023,2228431605072722895,2
8516,8493092810494922248,4
49463,8096978719533999768,1
11265,-6573776541139656849,7
48754,-3746560735471035284,7
28609,-1957353233040993381,11
63314,7100394897889121253,10
12824,452525721388659472,9
59943,-7229606850993127990,11
41371,-1997106561909815587,1
18255,7137488043970837931,5
69697,-841521021598262545,9
74517,5411193368140717627,10
45154,-7180787915077915246,10
29815,-1002969456091702673,4
13972,9055338133799131424,6
10549,4758149004309163666,11
16520,-5911563158424873552,10
65267,952962517463825255,6
58501,5735699065550882822,0
69936,-5087555542036102381,6
33135,-5635517153584206034,10
70815,5994204865040797274,6
9656,8018419853875172409,11
62801,-6002920063297350332,10
59750,-1505426618819906099,4
46507,6088798795885855483,4
7522,-8995034251265615928,11
42433,-1924935561477052375,9
38154,-3367375896246716899,11
52210,6479445958088004996,11
27805,-7628788890389955808,1
73662,-2050629798807817760,7
58496,8450317097956279953,7
63456,1500065560570158830,10
9409,-4220616491672968195,5
9876,-8590108320264613292,2
35105,-8385921952397072136,9
29232,8896983687227184874,10
10234,-4723784166516306964,2
14540,7880180805510497775,11
29533,4643237846983818412,7
9584,-5413153386075221632,11
15698,-285617327432577959,3
55544,-8802581688742308876,9
4870,-7365438738413541684,11
39275,-5802665598722293524,9
15996,4056357422371630046,3
48772,6523344634646280953,10
3821,-1475681558553254281,5
24498,8370731300662133847,1
3004,3466590068809823734,11
4005,-3862676205083140893,4
26267,-7908517673040974612,2
26317,-7807375605544190683,11
41775,-8443484129794017211,11
48496,-148545717098102711,9
39058,-1830691000215890447,8
23230,-4442070416911809069,7
65285,-8578311390151607679,6
24171,-4152067323914613923,11
813,-6159616074389647926,3
31222,-1594384120461136691,10
20272,-2705157974586527890,7
57024,-7796406756056172952,2
22291,-2950769192384671667,8
33146,4960804176608831367,2
59088,5610789847172207492,6
62786,4862104651546530964,9
17254,8992022736050875471,11
19549,2409514055936111229,8
23690,-8004812666467857267,7
23055,-5685974515192027163,2
23623,5461611808592978105,4
43488,1247105349467050649,10
57190,6990313246117489509,9
3454,-84307097145147838,7
64869,7607294557773772672,1
28265,-2909643304741514712,10
33414,5463533522894179120,8
47375,1615132399811726311,0
43459,4748868627142162641,9
53072,-2295435218160543901,8
68690,-6285087194611258174,7
56359,6707919795396169226,0
68131,-507508512960748687,2
24595,-5569057247424374879,11
65007,-2287849265926172673,8
35650,-3182255838389038771,11
41767,-3998773001989928157,9
71958,8771922058471548267,10
11011,6638106487630069367,9
57300,452167532675166710,11
60689,6734323020317743400,8
34571,-8506756316448727692,11
58475,6959479247498085840,4
27257,5524808570705016559,7
5973,7755101125014025577,6
44498,5159240197619205969,1
43511,951058628812667782,5
48294,-8224035142612432179,4
30531,-5906033889880153804,6
71939,-3805345368408898384,11
10395,-8844507501857956682,3
5457,7432005815871220446,2
49958,-1678738037432709904,6
16214,6209134149625868358,8
69974,1905340476450223815,7
47016,4567082163187581389,3
55726,-5209262489871108144,5
23378,-5100300172258124555,7
8857,-2968391589582970733,2
66683,903525420826856060,6
16606,837861256842971616,4
38574,8316857864592684295,2
29820,-6533584104474752462,7
11877,2292278570116273295,8
1093,-6643991465200031967,10
43091,-2256154709681925442,11
7333,7347341615246576045,6
7444,6467869275736561679,11
57549,2290251492960949751,7
7765,695201642031168356,6
23938,6031156874092982419,6
41183,3574391532612134617,9
19757,-1927428552458809885,11
34711,-5444090944751588306,10
65461,-7234888907624073954,6
15671,7708086652932808723,3
51080,-2003531957144824234,4
26039,102785823769441562,4
61945,4618856165609638636,7
24753,-7184180202073151318,1
64412,-8849384123774268209,9
59288,-8985585388692966243,5
6410,-558202719282282643,10
59479,5166513745266647662,7
17086,-3422111932792636828,5
35406,1427015728300972551,6
48033,6017239779750496633,7
46208,-9219269419746273207,8
63134,-8763278676191530760,0
72937,5910304371416797674,9
51986,1257362342815766699,11
56076,4896067879643546593,7
72470,8741498322734437405,5
53256,-2734424559067562925,6
20374,3992276159461898535,6
48028,6345736725806610869,3
37975,2819663255550776904,7
4363,-5813165658999709487,11
26290,5406113017037325369,0
65630,-5127195038907890249,0
24318,-4246265802260371822,6
7644,8634334158397048479,6
69889,300930182267191424,7
47637,1238810670389769060,7
7930,-5883385699271140092,10
19032,-9135088630313808977,7
68384,-3123646991713308726,0
56069,-2565315724977829717,7
44773,-6742200650381581651,9
29578,3965057563561854252,8
46397,-2581459494059936623,7
17839,-3374913498840351139,4
30941,8906690771019068173,4
11978,-8410303102735311095,0
47402,-4974823544542063971,9
73949,-7022463207618722731,6
16757,6986608689622283730,6
29389,-7640015336635078222,8
11953,3129530480893424736,10
9865,-6628525229860716107,10
45083,1390434259740687348,10
6372,-4307647166666196966,7
39567,7660632502833978579,7
22956,1679002919879188245,7
62005,3910730594576391552,1
45333,1172998139079058358,8
10796,-6186422228716470867,0
58165,4669506293248674526,6
8761,-3356784421890773574,5
48817,2580200208575533937,2
3094,1709461124065110521,5
61164,7945123295758940220,7
36669,-1195780340968260493,10
37465,-1323479684700809504,3
18494,7284756729523280396,1
44427,-6195141039067400505,7
13453,-3606559622274215737,7
53191,-7733395605616071501,8
46226,-7744161762581240360,0
37736,3458519847692354865,7
57710,2169933727476002787,0
28744,-1372589310281354092,8
46054,1615012637591776098,1
67071,7481422817184149099,6
25650,-6313680958883989006,6
16065,-788916082913238100,5
61267,-5594925410662736123,10
38658,-4922084056403000653,7
66221,503444442218313987,8
52847,-446534884923407473,8
9617,-4116342641784163525,10
1111,4487486133460211221,4
47448,-7378218997797816542,9
55036,9108610947603431937,6
60182,-7550514713388385484,5
43514,5067473206174754915,2
21664,-3177523766858438171,9
24430,-6714977758598926103,0
45430,-2466318763013362592,2
55340,8650803071674410282,3
49324,5616800249931496869,7
15229,-3592892337131522647,10
3994,-4634069697962001162,5
39699,-5016553653062151231,0
3403,2007842043320383752,8
16469,-8463679220114483381,3
23301,2493825051929691969,7
38138,-3716260415446578346,3
70456,-7658696499781645158,3
63398,4900094004770708417,6
9377,-1590403046307140221,3
24213,5471622041307793413,2
33012,4329822872522112196,10
57419,-2555563860789594929,4
44945,-4945661913166229476,1
62401,5402722308736828505,7
45681,6272181543747803896,1
59987,-5914861842914806135,2
70577,2963475784068453678,8
34894,-1785290357703344737,10
1643,-1776079168331668435,8
44190,6329573896592171761,10
3283,4886719510653415616,5
54276,4835749071998133212,1
21654,-300173608317622803,10
60375,1115451618725766892,8
